response_row_id,test_id,total_questions,answers_json,is_complete,time_per_question_s,total_time_s,shuffled_question_order
60,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""5"":[""C""],""15"":[""C""],""20"":[""D""],""27"":[""C""],""28"":[""C""]}",No,"{""3"":90.17,""5"":172.863,""15"":190.86,""20"":129.321,""27"":119.025,""28"":172.86}",875.099,"[15,3,28,20,5,27,24,23,29,18,6,13,14,9,8,31,16,7,19,2,11,26,12,10,1,17,22,4,21,25,30]"
61,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""9"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""9"":77.669,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312}",1572.527,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
62,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""9"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""9"":77.669,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312}",1610.702,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
63,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""6"":[""D""],""9"":[""C""],""10"":[""D""],""12"":[""C""],""13"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""C""],""21"":[""C""],""24"":[""C""],""25"":[""B""],""28"":[""B""],""31"":[""A""]}",No,"{""1"":120.696,""2"":137.735,""6"":48.985,""9"":49.264,""10"":595.338,""12"":89.495,""13"":140.985,""16"":57.697,""17"":105.968,""18"":40.544,""21"":90.217,""24"":69.185,""25"":118.799,""28"":27.319,""31"":70.424}",1762.651,"[10,12,21,16,2,28,24,9,6,17,31,1,18,13,25,8,23,19,29,27,4,22,11,3,26,5,14,30,15,20,7]"
64,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""10"":[""D""],""26"":[""C""]}",No,"{""10"":90.186,""26"":28.013}",118.199,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
65,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""6"":[""D""],""13"":[""B""],""14"":[""D""],""16"":[""B""],""19"":[""D""],""26"":[""C""]}",No,"{""3"":53.175,""6"":127.04,""13"":445.283,""14"":200.223,""16"":92.869,""19"":283.494,""26"":32.4}",1234.484,"[13,6,26,14,3,16,19,2,30,29,22,10,11,27,8,28,15,25,20,9,7,12,31,17,5,21,1,4,18,23,24]"
66,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""C""],""18"":[""B""]}",No,"{""4"":109.94,""18"":110.23}",220.17,"[4,18,25,27,10,20,12,2,29,24,8,11,22,15,23,17,28,31,1,19,6,26,13,3,30,14,7,21,16,5,9]"
67,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""C""],""18"":[""B""],""25"":[""B""]}",No,"{""4"":109.94,""18"":110.23,""25"":28.084}",248.254,"[4,18,25,27,10,20,12,2,29,24,8,11,22,15,23,17,28,31,1,19,6,26,13,3,30,14,7,21,16,5,9]"
68,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""9"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""9"":77.669,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1672.091,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
69,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""5"":[""C""],""15"":[""C""],""20"":[""D""],""24"":[""B""],""27"":[""C""],""28"":[""C""]}",No,"{""3"":90.17,""5"":172.863,""15"":190.86,""20"":129.321,""24"":136.194,""27"":119.025,""28"":172.86}",1011.293,"[15,3,28,20,5,27,24,23,29,18,6,13,14,9,8,31,16,7,19,2,11,26,12,10,1,17,22,4,21,25,30]"
70,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""3"":[""A""],""6"":[""D""],""13"":[""B""],""14"":[""D""],""16"":[""B""],""19"":[""D""],""26"":[""C""]}",No,"{""2"":68.594,""3"":53.175,""6"":127.04,""13"":445.283,""14"":200.223,""16"":92.869,""19"":283.494,""26"":32.4}",1303.078,"[13,6,26,14,3,16,19,2,30,29,22,10,11,27,8,28,15,25,20,9,7,12,31,17,5,21,1,4,18,23,24]"
71,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""C""],""18"":[""B""],""25"":[""B""],""27"":[""C""]}",No,"{""4"":109.94,""18"":110.23,""25"":28.084,""27"":42.351}",290.605,"[4,18,25,27,10,20,12,2,29,24,8,11,22,15,23,17,28,31,1,19,6,26,13,3,30,14,7,21,16,5,9]"
72,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""7"":[""D""],""9"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""7"":85.583,""9"":77.669,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1757.674,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
73,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""7"":[""D""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""7"":85.583,""9"":77.669,""10"":14.344,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1772.018,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
74,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""6"":18.443,""7"":85.583,""9"":77.669,""10"":14.344,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1790.461,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
75,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""10"":[""D""],""26"":[""C""],""27"":[""C""]}",No,"{""10"":90.186,""26"":28.013,""27"":183.806}",302.005,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
76,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""15"":[""C""],""25"":[""B""]}",No,"{""2"":329.25,""15"":126.415,""25"":305.199}",760.864,"[2,15,25,7,19,24,3,26,27,21,29,9,23,12,14,18,31,8,10,28,16,30,6,5,11,22,20,4,13,1,17]"
77,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""3"":[""A""],""6"":[""D""],""13"":[""B""],""14"":[""D""],""16"":[""B""],""19"":[""D""],""26"":[""C""],""30"":[""C""]}",No,"{""2"":68.594,""3"":53.175,""6"":127.04,""13"":445.283,""14"":200.223,""16"":92.869,""19"":283.494,""26"":32.4,""30"":115.98}",1419.058,"[13,6,26,14,3,16,19,2,30,29,22,10,11,27,8,28,15,25,20,9,7,12,31,17,5,21,1,4,18,23,24]"
78,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""26"":[""C""],""27"":[""C""]}",No,"{""6"":14.453,""10"":90.186,""26"":28.013,""27"":183.806}",316.458,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
79,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""5"":[""C""],""15"":[""C""],""20"":[""D""],""23"":[""D""],""24"":[""B""],""27"":[""C""],""28"":[""C""]}",No,"{""3"":90.17,""5"":172.863,""15"":190.86,""20"":129.321,""23"":134.721,""24"":136.194,""27"":119.025,""28"":172.86}",1146.014,"[15,3,28,20,5,27,24,23,29,18,6,13,14,9,8,31,16,7,19,2,11,26,12,10,1,17,22,4,21,25,30]"
80,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""6"":[""D""],""8"":[""A""],""9"":[""C""],""10"":[""D""],""12"":[""C""],""13"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""C""],""21"":[""C""],""24"":[""C""],""25"":[""B""],""28"":[""B""],""31"":[""A""]}",No,"{""1"":120.696,""2"":137.735,""6"":48.985,""8"":203.697,""9"":49.264,""10"":595.338,""12"":89.495,""13"":140.985,""16"":57.697,""17"":105.968,""18"":40.544,""21"":90.217,""24"":69.185,""25"":118.799,""28"":27.319,""31"":70.424}",1966.348,"[10,12,21,16,2,28,24,9,6,17,31,1,18,13,25,8,23,19,29,27,4,22,11,3,26,5,14,30,15,20,7]"
81,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""C""],""10"":[""D""],""18"":[""B""],""25"":[""B""],""27"":[""C""]}",No,"{""4"":109.94,""10"":104.973,""18"":110.23,""25"":28.084,""27"":42.351}",395.578,"[4,18,25,27,10,20,12,2,29,24,8,11,22,15,23,17,28,31,1,19,6,26,13,3,30,14,7,21,16,5,9]"
82,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""23"":[""D""],""26"":[""C""],""27"":[""C""]}",No,"{""6"":14.453,""10"":90.186,""23"":10.977,""26"":28.013,""27"":183.806}",327.435,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
83,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",No,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""6"":18.443,""7"":85.583,""9"":77.669,""10"":14.344,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""18"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1821.761,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
84,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""18"":[""D""],""23"":[""D""],""26"":[""C""],""27"":[""C""]}",No,"{""6"":14.453,""10"":90.186,""18"":10.624,""23"":10.977,""26"":28.013,""27"":183.806}",338.059,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
85,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""2"":[""C""],""3"":[""A""],""4"":[""D""],""5"":[""C""],""6"":[""D""],""7"":[""D""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""D""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""A""],""22"":[""D""],""23"":[""C""],""24"":[""D""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""C""],""30"":[""C""],""31"":[""B""]}",Yes,"{""1"":33.666,""2"":61.562,""3"":30.192,""4"":58.454,""5"":28.981,""6"":18.443,""7"":85.583,""8"":16.421,""9"":77.669,""10"":14.344,""11"":25.84,""12"":133.048,""13"":38.153,""14"":109.826,""15"":38.175,""16"":114.308,""17"":31.3,""18"":31.3,""19"":63.679,""20"":23.452,""21"":87.988,""22"":71.888,""23"":25.319,""24"":88.72,""25"":86.995,""26"":35.614,""27"":25.159,""28"":21.238,""29"":87.898,""30"":138.312,""31"":61.389}",1838.182,"[5,29,30,14,16,19,24,12,22,21,1,13,25,23,2,4,17,20,26,11,3,27,28,9,15,31,7,10,6,18,8]"
86,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""]}",No,"{""6"":14.453,""10"":90.186,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806}",370.089,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
87,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""16"":[""B""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""]}",No,"{""6"":14.453,""10"":90.186,""16"":23.203,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806}",393.292,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
88,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""16"":[""B""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""]}",No,"{""6"":14.453,""10"":90.186,""16"":23.203,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822}",408.114,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
89,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""3"":[""A""],""6"":[""D""],""13"":[""B""],""14"":[""D""],""16"":[""B""],""19"":[""D""],""26"":[""C""],""29"":[""D""],""30"":[""C""]}",No,"{""2"":68.594,""3"":53.175,""6"":127.04,""13"":445.283,""14"":200.223,""16"":92.869,""19"":283.494,""26"":32.4,""29"":105.694,""30"":115.98}",1524.752,"[13,6,26,14,3,16,19,2,30,29,22,10,11,27,8,28,15,25,20,9,7,12,31,17,5,21,1,4,18,23,24]"
90,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""7"":[""D""],""15"":[""C""],""25"":[""B""]}",No,"{""2"":329.25,""7"":129.123,""15"":126.415,""25"":305.199}",889.987,"[2,15,25,7,19,24,3,26,27,21,29,9,23,12,14,18,31,8,10,28,16,30,6,5,11,22,20,4,13,1,17]"
91,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""]}",No,"{""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822}",443.927,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
92,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""5"":[""C""],""15"":[""C""],""20"":[""D""],""23"":[""D""],""24"":[""B""],""27"":[""C""],""28"":[""C""],""29"":[""C""]}",No,"{""3"":90.17,""5"":172.863,""15"":190.86,""20"":129.321,""23"":134.721,""24"":136.194,""27"":119.025,""28"":172.86,""29"":137.724}",1283.738,"[15,3,28,20,5,27,24,23,29,18,6,13,14,9,8,31,16,7,19,2,11,26,12,10,1,17,22,4,21,25,30]"
93,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",467.707,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
94,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""C""],""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""2"":20.265,""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",487.972,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
95,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""3"":[""A""],""6"":[""D""],""13"":[""B""],""14"":[""D""],""16"":[""B""],""19"":[""D""],""22"":[""D""],""26"":[""C""],""29"":[""D""],""30"":[""C""]}",No,"{""2"":68.594,""3"":53.175,""6"":127.04,""13"":445.283,""14"":200.223,""16"":92.869,""19"":283.494,""22"":65.962,""26"":32.4,""29"":105.694,""30"":115.98}",1590.714,"[13,6,26,14,3,16,19,2,30,29,22,10,11,27,8,28,15,25,20,9,7,12,31,17,5,21,1,4,18,23,24]"
96,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""C""],""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""22"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""2"":20.265,""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""22"":13.008,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",500.98,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
97,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""C""],""5"":[""C""],""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""22"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""2"":20.265,""5"":20.57,""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""22"":13.008,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",521.55,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
98,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""C""],""5"":[""C""],""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""19"":[""D""],""22"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""2"":20.265,""5"":20.57,""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""19"":27.492,""22"":13.008,""23"":10.977,""24"":32.03,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",549.042,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
99,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""5"":[""C""],""15"":[""C""],""18"":[""B""],""20"":[""D""],""23"":[""D""],""24"":[""B""],""27"":[""C""],""28"":[""C""],""29"":[""C""]}",No,"{""3"":90.17,""5"":172.863,""15"":190.86,""18"":106.381,""20"":129.321,""23"":134.721,""24"":136.194,""27"":119.025,""28"":172.86,""29"":137.724}",1390.119,"[15,3,28,20,5,27,24,23,29,18,6,13,14,9,8,31,16,7,19,2,11,26,12,10,1,17,22,4,21,25,30]"
100,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""6"":[""D""],""8"":[""A""],""9"":[""C""],""10"":[""D""],""12"":[""C""],""13"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""C""],""21"":[""C""],""23"":[""C""],""24"":[""C""],""25"":[""B""],""28"":[""B""],""31"":[""A""]}",No,"{""1"":120.696,""2"":137.735,""6"":48.985,""8"":203.697,""9"":49.264,""10"":595.338,""12"":89.495,""13"":140.985,""16"":57.697,""17"":105.968,""18"":40.544,""21"":90.217,""23"":252.72,""24"":69.185,""25"":118.799,""28"":27.319,""31"":70.424}",2219.068,"[10,12,21,16,2,28,24,9,6,17,31,1,18,13,25,8,23,19,29,27,4,22,11,3,26,5,14,30,15,20,7]"
101,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""C""],""5"":[""C""],""6"":[""D""],""10"":[""D""],""11"":[""D""],""16"":[""B""],""18"":[""D""],""19"":[""D""],""22"":[""C""],""23"":[""D""],""24"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""C""],""28"":[""D""],""29"":[""D""]}",No,"{""2"":20.265,""5"":20.57,""6"":14.453,""10"":90.186,""11"":35.813,""16"":23.203,""18"":10.624,""19"":27.492,""22"":13.008,""23"":10.977,""24"":32.03,""25"":36.821,""26"":28.013,""27"":183.806,""28"":14.822,""29"":23.78}",585.863,"[10,26,27,6,23,18,24,16,28,11,29,2,22,5,19,25,14,15,17,1,8,4,31,9,3,13,21,12,30,7,20]"
102,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""2"":[""D""],""7"":[""D""],""15"":[""C""],""19"":[""D""],""25"":[""B""]}",No,"{""2"":329.25,""7"":129.123,""15"":126.415,""19"":162.997,""25"":305.199}",1052.984,"[2,15,25,7,19,24,3,26,27,21,29,9,23,12,14,18,31,8,10,28,16,30,6,5,11,22,20,4,13,1,17]"
103,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""6"":[""D""],""8"":[""A""],""9"":[""C""],""10"":[""D""],""12"":[""C""],""13"":[""C""],""16"":[""B""],""17"":[""D""],""18"":[""C""],""19"":[""A""],""21"":[""C""],""23"":[""C""],""24"":[""C""],""25"":[""B""],""28"":[""B""],""31"":[""A""]}",No,"{""1"":120.696,""2"":137.735,""6"":48.985,""8"":203.697,""9"":49.264,""10"":595.338,""12"":89.495,""13"":140.985,""16"":57.697,""17"":105.968,""18"":40.544,""19"":28.649,""21"":90.217,""23"":252.72,""24"":69.185,""25"":118.799,""28"":27.319,""31"":70.424}",2247.717,"[10,12,21,16,2,28,24,9,6,17,31,1,18,13,25,8,23,19,29,27,4,22,11,3,26,5,14,30,15,20,7]"
